time/total_timesteps,train/entropy_loss,train/value_loss,train/loss,train/n_updates,train/policy_gradient_loss,phase
524288,-0.0002344317272218,0.0670874330473452,0.0002580089785624,2550.0,5.279434844851494e-09,1
526336,-0.0003403003280254,0.0272119553948869,0.0022011313121765,2560.0,-2.6461202651262285e-08,1
528384,-0.0002918486112321,0.5294807869940996,0.1620120853185653,2570.0,2.4616019800305365e-08,1
530432,-0.0002323479315236,0.1836433399352245,0.1897138357162475,2580.0,-3.026798367500305e-09,1
532480,-0.0002903080930991,0.0692420351871987,0.0554221458733081,2590.0,-1.1862721294164658e-08,1
534528,-0.0002348639241972,0.2701672725961543,0.0405036583542823,2600.0,-2.2526364773511892e-09,1
536576,-0.000251011526052,0.1756472379434853,0.0753355100750923,2610.0,7.974449545145033e-10,1
538624,-0.0002395938174231,0.0207704907428706,0.0156110478565096,2620.0,2.6368070393800734e-09,1
540672,-0.0002577388433564,0.0298283164611348,0.0074548847042024,2630.0,-1.705484464764595e-09,1
542720,-0.0002546821400756,0.0554951211885054,0.0396051555871963,2640.0,-2.5611370801925656e-10,1
544768,-0.0002446437716571,0.1438035885104909,0.0144879519939422,2650.0,-1.5948899090290067e-09,1
546816,-0.0002402629408607,0.1917291555102565,0.3020951151847839,2660.0,-3.702007234096527e-09,1
548864,-0.0002573380625108,0.171155792241916,0.0694736763834953,2670.0,-1.7578713595867155e-09,1
550912,-0.0002423677300612,0.1383776097136433,0.0302073825150728,2680.0,5.727633833885193e-09,1
552960,-0.0002410316412351,0.0181053890743896,0.0039171925745904,2690.0,6.542541086673737e-09,1
555008,-0.0002812323789839,0.0642355958421831,0.0128528643399477,2700.0,3.323657438158989e-09,1
557056,-0.0003059479320654,0.0724661550431847,0.0416727289557457,2710.0,-5.0873495638370514e-08,1
559104,-0.0002793727970129,0.0636522275875904,0.0179859641939401,2720.0,-5.820766091346741e-10,1
